Id,Title,Description,LikeCount,DislikeCount,ViewCount,FavoriteCount,CommentCount
uHzgdTPi2CM,Why Are Fewer People Studying Science and Engineering,I went to New York City to talk to a bunch of press people about science education and the need for more graduates with STEM degrees It was part of a ,19567,164,611964,0,3017
XHNiLP_B7vs,The TUM Experience Living in Munich Undergraduate Students,All our undergraduate students at TUM Asia have to travel to Munich Germany to spend their final semester in the universitys home campus A highlight of ,47,7,23678,0,4
MoVyqoLZV7U,Introduction to the MS in Data Science at NYU,What is data science Data science is a rapidly growing academic and professional discipline with applications across countless industries At NYU the MS in ,38,2,21846,0,3
8S0FDjFBj8o,How to sound smart in your TEDx Talk  Will Stephen  TEDxNewYork,This talk was given at a local TEDx event produced independently of the TED Conferences In a hilarious talk capping off a day of new ideas at TEDxNewYork ,85852,1524,4666238,0,2672
6fvPsoidQmI,University of Oregon — Explore the power of if,Explore the power of if We encourage curiosity celebrate discovery and arent afraid to try fail and try again We ask the questions other people dont,0,0,57595,0,0
4a0FbQdH3dY,For the Love of Physics Walter Lewins Last Lecture,On May 16 2011 Professor of Physics Emeritus Walter Lewin returned to MIT lecture hall 26100 for a physics talk and book signing complete with some of his ,39670,649,4028002,0,3314
ct5nX-5x2zA,A Day in Our Life Harvard Swimming,Quick look into the daily practice routine of Harvard Swimming and Diving Check out the 2016 video here httpswwwyoutubecomwatchvabXHO3PvY ,8500,224,1047383,0,703
J8evbCLVepg,Trinity College Dublin,Trinity students and alumni share their Trinity experience stories which helped shape their lives Using production techniques like drone and timelapse filming ,852,25,163800,0,65
HAnw168huqA,Think Fast Talk Smart Communication Techniques,Communication is critical to success in business and life Concerned about an upcoming interview Anxious about being asked to give your thoughts during a ,72620,1692,7525183,0,0
dhQ6vw9zIFE,The University of Chicago Campaign Inquiry and Impact,If you experience any technical difficulties with this video or would like to make an accessibilityrelated request please send a message to ,417,6,61107,0,19
fdVhT_fSJiA,University of Wollongong  Your future is bright,We are a young internationally recognised university thats determined to create positive change at every opportunity Our personalised approach encourages ,91,2,34793,0,1
int3lFioTtU,UC STEREOTYPES EXPLAINED,FUNG BROS MERCH httpgummymallcomfungbros LIKE httpwwwfacebookcomthefungbros FOLLOW httpwwwtwittercomFungBros DAVID ,20173,741,1401414,0,3591
7FfKaIgArJ8,When a physics teacher knows his stuff ,Social Media Manager Manage Pages in social service sites Instagram  Facebook  Twitter  YouTube  Google Plus  LinkedIn like here ,63890,1342,4374407,0,4558
wswxQ3mhwqQ,How to create a WordPress photo  video gallery,WonderPlugin Gallery httpwwwwonderplugincomwordpressgallery is a WordPress photo and video gallery plugin and a great way to showcase your ,9,2,13973,0,2
c9-gOVGjHvQ,How to create a WordPress Carousel Slider in 2 minutes,WonderPlugin Carousel httpwwwwonderplugincomwordpresscarousel is a WordPress plugin that enables you to create responsive carousel slider image ,71,9,69188,0,14
S0poDIyPEl0,Monster Jam World Finals XIII Encore 2012  Grave Digger 30th Anniversary,Monster Jam is the worlds largest and most famous monster truck tour featuring the biggest names in monster trucks including Grave Digger® Maximum ,15849,2775,11443112,0,793
dUwN6GI-0EQ,The Interview,In this film we invited four successful applicants back to Cambridge to share their interview experiences We asked experienced interviewers in four subject ,3375,44,404312,0,90
4D8ezH0iXh8,8 Hour Sleeping Music Music Meditation Delta Waves Deep Sleep Music Relaxing Music ☯177,8 Hour Sleeping Music Music Meditation Delta Waves Deep Sleep Music Relaxing Music ☯177  YellowBrickCinemas Sleep Music is the perfect relaxing ,146287,12125,34763997,0,16215
eIho2S0ZahI,How to speak so that people want to listen  Julian Treasure,Have you ever felt like youre talking but nobody is listening Heres Julian Treasure to help you fix that As the sound expert demonstrates some useful vocal ,123648,2204,10364681,0,3122
H2vN2QXZGnc,Mathematics and sex  Clio Cresswell  TEDxSydney,Never miss a talk SUBSCRIBE to the TEDx channel httpbitly1FAg8hB Mathematics and sex are deeply intertwined From using mathematics to reveal ,24344,3322,5407866,0,3177
Dqx9FYCfheI,School Rainbow Stand up Speak out Stop bullying,In the week leading up to the International Day Against Homophobia and Transphobia our teams of volunteers led by UNESCO UNAIDS Youth Voices Count ,63,1,3902,0,14
wUG0IMjfxCE,George Carlin  Everyday expressions that dont make sense,,6152,199,976399,0,548
MdcuaeYV9oM,Adorable 3 year old is very happy to dance,Adorable 3 year old is very happy to dance Click Here to Subscribe httpbitly10TNEL1 Click Here for the Full Article httpbitly22HnBpA,521349,30392,119898180,0,38295
CDsNZJTWw0w,New bionics let us run climb and dance  Hugh Herr,Hugh Herr is building the next generation of bionic limbs robotic prosthetics inspired by natures own designs Herr lost both legs in a climbing accident 30 years ,61369,791,4196561,0,5808
64ZGXZa_pbM,A Day in the Life at Stanford,Music Best Day of My Life by American Authors i do not hold copyright,296,2,45344,0,16
5EvXrnxCseY,Free Counter Stat Extensions Chrome,Extensions Chrome and Comodo Dragon,10,2,5355,0,1
F8X8ai6xN-4,Using PhD theses in research EThOS,You can download over 100000 theses for free and search over 350000 through the British Library EThOS website Find out how three researchers have used ,18,5,9748,0,0
9GkIj90tBP0,SONGS IN REAL LIFE,Songs in real life   Inspired by steve kardynal   if you like this video dont forget to subscribe Smash like on facebook  httpbitlyphunnyfb Tweet me on Twitter ,139591,18974,25095560,0,10909
nXziVaNNIiw,Rejected from Stanford Accepted to Harvard,Rejected from Stanford accepted to Harvard Like a boss Class of 2016 represent SUBSCRIBE HELP ME MAKE MORE VIDEOS ,7525,1885,660533,0,1551
cNr3r3nT8KE,This is Home  University of Florida,Home is not about where you are but who you are At UF you will learn to discover yourself as a member of the Gator Nation Now and forever a Florida Gator,406,2,82355,0,16
sM7__QIubq4,NTU College of Engineering 2014  Inspiring the next generation of Engineers,At NTU College of Engineering we create a new generation of engineers to lead the industry to bring a brighter tomorrow NTU College of Engineering ,67,1,11289,0,0
QjuWqBzO7qY,How to Repair a Windshield Chip or Crack,DIY Windshield Repair This is a how to fix your chipped windshield If you do not do this as soon as possible the chip can turn into a crack overnight It is easy ,97470,1309,6393628,0,3290
36m1o-tM05g,My philosophy for a happy life  Sam Berns  TEDxMidAtlantic,Never miss a talk SUBSCRIBE to the TEDx channel httpbitly1FAg8hB Sam Berns is a Junior at Foxboro High School in Foxboro Massachusetts where he ,274929,5484,21691715,0,30704
UReja_i7WlA,Top 15 Best Universities in Europe By Country,Watch Best Cities in Central Europehttpyoutube9jkARUqdkE ,246,95,145117,0,77
d0yGdNEWdn0,How to learn any language in six months  Chris Lonsdale  TEDxLingnanUniversity,Never miss a talk SUBSCRIBE to the TEDx channel httpbitly1FAg8hB Chris Lonsdale is Managing Director of Chris Lonsdale  Associates a company ,128772,3272,9957810,0,12386
bh9CRHu8yD0,Experience Penn,The University of Pennsylvania Office of Admissions invites you to Experience Penn See a community where teaching and learning extend across intellectual ,389,17,116641,0,0
C5pKtnmHTxg,Anything Could Happen at Harvard,From Harvard College Admissions and Financial Aid experience undergraduate life at Harvard through the people who know it and love it,5855,166,769449,0,0
XopDVtQLhMs,University of California Berkeley Campus Tour,Tour of one of the flagship campus of University of California UC Berkeley which is ranked as one of the most prestigious universities in the world Located in ,439,28,137925,0,72
7cwUcdpUayQ,Columbia University in the City of New York A Doubled Magic,Columbia University in the City of New York A Doubled Magic Produced for Columbia Athletics and based on the words of Pulitzer Prizewinning Columbia ,1282,18,277689,0,69
r7wdmfd1UJA,Aubrey  Reaction to Harvard Acceptance,Excerpt from the video that I made for Aubreys graduation party Includes her reaction when she found out she was accepted to Harvard class of 2017,7813,456,925482,0,1452
0qHWub21h5c,WelcomeToStanford,During New Student Orientation incoming freshmen and transfer students dive into the academic social and cultural life of Stanford  Special thanks to ,1270,18,216375,0,136
8C_JpoZeUSk,Come to Michigan  University of Michigan,Victors are students who advocate for social justice who work on research projects and who believe in their ideas and inventions Victors are students who ,594,17,122101,0,46
2WqFtiR4-F4,The Worlds Top 10 Universities,The Worlds Top 10 Universities Source QS World University Rankings All images used to create this work were licensed under Creative Commons licenses,434,80,144668,0,145
uShCUp2QYGs,Top 10 Saturday Night Live Sketches,Top 10 Saturday Night Live Sketches Subscribe httpgooglQ2kKrD These are the funniest SNL sketches ever Join WatchMojo as we list our picks for the Top ,30308,3342,13685241,0,6155
SEiSloE1r-A,The surprising beauty of mathematics  Jonathan Matte  TEDxGreensFarmsAcademy,Never miss a talk SUBSCRIBE to the TEDx channel httpbitly1FAg8hB Jonathan Matte has been teaching Mathematics for 20 years the last 13 at Greens ,16788,2395,4510952,0,1925
dEDcc0aCjaA,How to Do a Presentation  5 Steps to a Killer Opener,If you want to know how to do a presentation youve come the right place Watch public speaking and presentation skills expert Jason Teteak give a presentation ,29492,539,2391795,0,974
GNZBSZD16cY,Beatbox brilliance  Tom Thum  TEDxSydney,Never miss a talk SUBSCRIBE to the TEDx channel httpbitly1FAg8hB Tom Thum Armed with just a microphone Thum pushes the limits of the human voice ,676848,11991,56384964,0,33632
YvipzNysA7E,UCD Dublin campus tour with student ambassadors,UCD Student Ambassadors give a 3 minute tour around the University College Dublin Belfield Campus Filmed in summer 2013 the ambassadors show the ,225,7,67442,0,21
73nzMbMDOiw,Preparing Students For the World through Undergraduate Research Bethany Usher at TEDxGeorgeMasonU,Talk given at TEDxGeorgeMasonU April 6th 2013 Read full bios and event information at wwwTEDxGeorgeMasonUcom Dr Bethany Usher spends as much ,40,5,4532,0,0
9No-FiEInLA,Google interns first week,Students who join Google in internships or in fulltime roles work on interesting meaningful projects and are expected to have an impact from the start Meet five ,48584,3300,5795202,0,5572
GMWFieBGR7c,Oprah Winfrey Harvard Commencement speech  Harvard Commencement 2013,Oprah Winfrey who has used her success as a talk show host and media entrepreneur to promote education civic engagement and charitable works ,8941,681,1564428,0,1068
YY2yjEEoB3U,How to discuss a topic in a group,httpwwwengvidcom Five English teachers come together to show you how to discuss a topic in a group Youll learn how to give your opinion interrupt ,6960,255,946470,0,570
E0KVpg3q-tg,Explore Ann Arbor  The University of Michigan,The journey is college Ann Arbor the destination Place no limits on your Michigan experience From the nightlife of Main Street to the glowing skies over Barton ,877,38,163919,0,61
3ZbZppJI-sA,Aalto University Campus Tour,Aalto University is located in the Helsinki Metropolitan area one of the World Design Capitals with close to a million inhabitants View the campuses in Espoo ,169,6,33669,0,4
MV3tNB6MP60,A Day in the Life of a Victoria University Student from Wellington,,37,1,15574,0,0
IvveZr0D_9Y,How to Stay Out of Debt Warren Buffett  Financial Future of American Youth 1999,Buffett became a billionaire on paper when Berkshire Hathaway began selling class A shares on May 29 1990 when the market closed at 7175 a share,10540,454,1775039,0,1486
Y-OLlJUXwKU,College Admissions Inside the Decision Room,April 15 Bloomberg  As high school seniors begin to receive their letters of admission to US colleges Bloomberg was invited to Amherst College for an ,2151,425,629662,0,695
64KsyGHizKk,Computer Science a good major,You should ask a lot of people for advice In my opinion most people in the world should get their bachelors in CS before working in the field Theres some ,2518,259,379198,0,1442
_Nq4Z5i7lcs,Stanford University Campus Tour,Student guides Karen and Christian lead you on a whirlwind tour of the Stanford campus The tour begins at Stanford Stadium home to Cardinal football and ,3767,109,673171,0,815
_UXwbxM8YfI,Cool Careers Chemical Engineer,Whats it like to be a chemical engineer Laura and Wade tell us all about their cool career For more science related videos games and activities head to ,1159,29,203807,0,138
BP61LwODTnY,Education Education  Why Poverty,What does an education get you In ancient times in China education was the only way out of poverty  in recent times it has been the best way Chinas ,1246,28,217510,0,596
jpe-LKn-4gM,How to find and do work you love  Scott Dinsmore  TEDxGoldenGatePark 2D,Scott Dinsmores mission is to change the world by helping people find what excites them and build a career around the work only they are capable of doing,41862,1338,4220352,0,3125
cFdCzN7RYbw,Science Of Persuasion,httpwwwinfluenceatworkcom This animated video describes the six universal Principles of Persuasion that have been scientifically proven to make you most ,97347,1330,8564179,0,2623
tYP-of2GuLs,For musicians the Google Play artist hub,The Google Play artist hub is your direct route to selling your music on Google Play and Android devices Learn more at httpplaygooglecomartists,173,27,114985,0,13
L5rVH1KGBCY,Open Access Explained,PREORDER our new book httpbitlyWeHaveNoIdea What is open access Nick Shockey and Jonathan Eisen take us through the world of open access ,3055,22,314920,0,196
Ks-_Mh1QhMc,Your body language shapes who you are  Amy Cuddy,Body language affects how others see us but it may also change how we see ourselves Social psychologist Amy Cuddy shows how power posing  standing ,143526,2538,11679899,0,6683
1lyHQLyZUuM,the worst test  an engineering flash mob,skule nite 1t3 warns students about the hardships of engineering at an university of toronto engineering exam originally performed in skule nite 1t0  directed by ,41989,763,4376238,0,3648
XUme3-gV8wE,Studying in Auckland,Hear current students of the University of Auckland talk about why they love studying and living in Auckland New Zealand Filmed by students from the ,331,7,87641,0,34
RQfPE2_JwKg,Study in Canada a world for you at the University of Alberta,Theres a world waiting for you at UAlberta httpwwwstudyincanadaualbertaca Study in Canada at the University of Alberta In this video international ,283,5,72630,0,43
frQx7nsyEVs,PhD interviews,Interviews with 3 PhD students in the School of Physics  Astronomy at the University of Edinburgh,178,1,59447,0,17
Pn4OECMTh5w,Types of Federal Student Aid,If you need help paying for college or career school the office of Federal Student Aid can assist you with getting the money you need Check out this video to ,371,34,423847,0,41
0NbBjNiw4tk,Michio Kaku The Universe in a Nutshell,Dont miss new Big Think videos Subscribe by clicking here httpgooglCPTsV5 Kakus latest book is The Future of the Mind The Scientific Quest to ,120294,2088,6771172,0,21914
J-fQANmN5zY,What is Chemical Engineering  ChemE Challenge 2012 React,Video for ChemE Challenge 2012 React Organised by the Chemical Engineering Students Society ChemE Challenge Committee Voice by Grace Teo and ,222,16,31179,0,23
5VcSwejU2D0,RUN HIDE FIGHT® Surviving an Active Shooter Event  English,Surviving an active shooter event English version Video Copyright © 2012 City of Houston,0,0,5742787,0,0
lfBpsV1Hwqs,The game that can give you 10 extra years of life  Jane McGonigal,httpwwwtedcom When game designer Jane McGonigal found herself bedridden and suicidal following a severe concussion she had a fascinating idea for ,12257,424,776948,0,1264
XcGh1Dex4Yo,97 Owned  Economic Truth documentary  Queuepolitely cut,Watch the sequel httpswwwyoutubecomwatchvp5Ac7apMAY 97 owned present serious research and verifiable evidence on our economic and ,9440,492,1532101,0,2902
V9NUJNNLano,Best Universities in the World,Top 10  Best and Most Prestigious Universities in the World 2012 © International University Rankings,1978,183,590126,0,547
3pAnRKD4raY,Travel INSIDE a Black Hole,Black holes light speed travel and the center of the universe Watch Numberphile discuss a Googol httpbitlyzUfoWo LINKS All music by Jake Chudnow ,223956,3886,16107993,0,42849
c2tOp7OxyQ8,We need to talk about an injustice  Bryan Stevenson,httpwwwtedcom In an engaging and personal talk  with cameo appearances from his grandmother and Rosa Parks  human rights lawyer Bryan Stevenson ,9221,192,617437,0,832
c0KYU2j0TM4,The power of introverts  Susan Cain,httpwwwtedcom In a culture where being social and outgoing are prized above all else it can be difficult even shameful to be an introvert But as Susan ,107827,1404,6395265,0,8052
iKHTawgyKWQ,Why you will fail to have a great career  Larry Smith  TEDxUW,Never miss a talk SUBSCRIBE to the TEDx channel httpbitly1FAg8hB Throughout his threedecade career here at the University of Waterloo Larry Smith ,41792,1659,3194344,0,4223
5madtiLf7DI,CHUCK BERRY   KEITH RICHARDS  Nadine,Hail Hail Rock n Roll Chuck Berry 1987,30148,586,8507584,0,1685
3_zDXJgq5zo,No Country for Old Men,Acclaimed filmmakers Joel and Ethan Coen deliver their most gripping and ambitious film yet in this sizzling and supercharged actionthriller When a man ,968,354,42137,0,1
IL357BrwK7c,Achmed the Dead Terrorist Has a Son  Jeff Dunham  Controlled Chaos  JEFF DUNHAM,Please watch Little Jeff Dummy FAIL  JEFF DUNHAM httpswwwyoutubecomwatchvRGAOs8IO9Xs  Achmed has a son An extended ,172014,8924,34486774,0,13817
P_6vDLq64gE,How to spot a liar  Pamela Meyer,httpwwwtedcom On any given day were lied to from 10 to 200 times and the clues to detect those lie can be subtle and counterintuitive Pamela Meyer ,67772,3498,8644250,0,6591
rU232NPDVtQ,University of Helsinki  Among the best in the world,The University of Helsinki is one of the best multidisciplinary research universities in the world It is an international academic community of 40000 students and ,1523,57,164111,0,181
lCN6FjqDcHg,The Valedictorian Speech that will change your life,A speech of a lifetime and life itself comedically written and presented by Valedictorian Carl Aquino a 2010 graduate from West Hall High School,67917,11209,10965249,0,6376
PCgUM1jKtdg,University of British Columbia  A Quick Overview,The University of British Columbia is a global centre for research and teaching consistently ranked among the top 40 universities in the world Since 1915 ,1057,25,220119,0,116
ESCxYchCaWI,The Joe and Rika Mansueto Library How It Works,If you experience any technical difficulties with this video or would like to make an accessibilityrelated request please send a message to ,459,10,255979,0,94
3ntAEPtqH4o,Harvard Campus Tour,Tour highlights of the Harvard Campus including the general Cambridge area Harvard Yard John Harvard statue Harvard school buildings and Pinocchios ,377,104,204451,0,150
bQLCZOG202k,Historic flashmob in Antwerp train station do re mi,A Belgian commercial for VTM Do Re Mi Let your body move  Music track  A remix of Do re mi by Maria and the children More commercials ,122724,3556,28283237,0,7740
rbzJTTDO9f4,UCF Professor Richard Quinn accuses class of cheating Original,University of Central Florida students study for test and get accused of cheating Somehow a test bank of 700 questions floats around in the class Students ,8854,2652,2548521,0,11884
NugRZGDbPFU,WHERE GOOD IDEAS COME FROM by Steven Johnson,One of our most innovative popular thinkers takes onin exhilarating styleone of our key questions Where do good ideas come from With Where Good Ideas ,34992,410,4671709,0,1556
g1e11lsrSvw,Welcome to UCLA,See and hear students faculty and staff explain what makes UCLA an amazing place httpuclaedu,2502,91,695434,0,732
cfXzwh3KadE,The Electromagnetic Spectrum,httpwwwfacebookcomScienceReason  ScienceNASA EMS Episode 1  An Introduction To The Electromagnetic Spectrum  Please SUBSCRIBE to ,4350,127,810750,0,506
uAovPpfK_DA,Columbia University An Introduction,A short film by acclaimed documentary filmmaker Ric Burns CC 78 featuring interviews with Columbia students faculty and alumni HD Available Search Video ,1890,31,373355,0,293
PnNk2Al2yF8,Harvard University rejected commercial,Not sure what you want to do once you graduate from your exclusive prep school Let our informational video commercial help you make the right decision for ,1507,158,536905,0,413
RQLY2xKLlDk,Why should I hire you  Best Interview Questions and Answers,FREE Online job interview training program  Get it here now httpsjobinterviewtoolscomYouTube In this free program youll learn how to improve your ,9636,468,2980992,0,615
D9Ihs241zeg,The danger of a single story  Chimamanda Ngozi Adichie,httpwwwtedcom Our lives our cultures are composed of many overlapping stories Novelist Chimamanda Adichie tells the story of how she found her ,30199,397,2672396,0,1873
kBdfcR-8hEY,Justice Whats The Right Thing To Do Episode 01 THE MORAL SIDE OF MURDER,To register for the 2015 course visit httpswwwedxorgcoursejusticeharvardxer221x0 PART ONE THE MORAL SIDE OF MURDER If you had to choose ,29949,1204,7175227,0,6644
k6U-i4gXkLM,Lec 1  MIT 600 Introduction to Computer Science and Programming Fall 2008,Lecture 1 Goals of the course what is computation introduction to data types operators and variables Instructors Prof Eric Grimson Prof John Guttag View ,19880,376,3490708,0,2618
E_5jIt0f5Z4,IndiaArie  I Am Not My Hair ft Akon,Music video by IndiaArie performing I Am Not My Hair C 2006 Motown Records a Division of UMG Recordings Inc,34818,725,5802790,0,2559
jqxENMKaeCU,HOME,We are living in exceptional times Scientists tell us that we have 10 years to change the way we live avert the depletion of natural resources and the ,0,0,33298271,0,18062
WgWNQVdhE9A,Introduction to Chemical Engineering  Lecture 1,Help us caption and translate this video on Amaraorg httpwwwamaraorgenvvI3 Professor Channing Robertson of the Stanford University Chemical ,2206,57,442042,0,288
